sector,week_52_low,pc,symbol,bse_price,pb,nse_price,week_52_high,pe,book_value,industry_pe
COMPUTERS - SOFTWARE MEDIUM & SMALL,104.75,20.80,VAKRANGEE,233.95,,234.05,241.00,28.71,28.74,18.27
TRADING,41.50,-,V2RETAIL,125.55,,125.55,,-,110.45,49.33
FINANCE - GENERAL,227.60,-,UTISENSETF,288.00,,283.50,300.00,-,,-
FINANCE - GENERAL,688.50,-,UTINIFTETF,,,888.75,909.70,-,,-
CHEMICALS,367.25,17.78,UPL,676.30,,676.50,710.70,24.04,134.27,40.05
TEXTILES - MANMADE,25.05,-,VARDHACRLC,,,44.80,48.10,-,,12.36
FOOD PROCESSING,398.00,-,VADILALIND,593.25,,589.30,764.80,-,92.94,60.29
CONSTRUCTION & CONTRACTING - CIVIL,23.30,-,VALECHAENG,26.75,,26.55,61.90,-,98.16,26.47
CONSUMER GOODS - WHITE GOODS,9.75,-,VALUEIND,12.10,,11.95,18.95,-,,49.94
CONSTRUCTION & CONTRACTING - REAL ESTATE,20.55,20.41,VASCONEQ,34.70,,34.65,41.25,91.32,39.17,26.47
MINING & MINERALS,58.15,-,VEDL,187.15,,187.00,,-,132.48,12.32
PHARMACEUTICALS,65.20,-,VENUSREM,129.20,,129.70,146.50,-,382.47,29.05
STEEL - SPONGE IRON,2.25,-,VASWANI,8.35,,8.35,9.80,-,,21.13
MISCELLANEOUS,220.00,-,VENKEYS,529.65,,527.15,577.00,-,,25.30
TEXTILES - SPINNING - COTTON BLENDED,32.90,-,VARDMNPOLY,56.30,,56.25,61.50,-,-13.30,12.93
ELECTRIC EQUIPMENT,72.60,-,VETO,140.55,,140.80,147.70,-,32.44,19.55
TEXTILES - SPINNING - SYNTHETIC BLENDED,807.70,-,VHL,2080.00,,2053.10,,-,,30.29
BANKS - PUBLIC SECTOR,28.20,-,VIJAYABANK,41.45,,41.60,45.90,-,,16.46
DYES & PIGMENTS,49.45,-,VIDHIDYE,59.20,,59.35,74.20,-,,26.09
CONSUMER GOODS - ELECTRONIC,98.75,-,VIDEOIND,103.85,,104.25,143.00,-,241.88,2.87
MISCELLANEOUS,78.00,-,VGUARD,184.25,,184.30,197.70,-,,50.69
HOTELS,13.15,4.20,VICEROY,22.15,,22.00,25.30,10.50,38.24,48.66
FINANCE - INVESTMENTS,11.00,54.04,VIKASECO,14.59,,14.55,25.40,112.23,2.40,20.21
FINANCE - GENERAL,79.00,-,VIJIFIN,134.00,,132.55,138.90,-,,30.29
CONSTRUCTION & CONTRACTING - HOUSING,7.75,-,VIJSHAN,11.10,,11.15,14.45,-,,26.47
MISCELLANEOUS,59.25,-,VIMTALABS,103.15,,103.75,114.80,-,,23.62
CHEMICALS,360.95,-,VINATIORGA,642.45,,641.05,,-,,21.83
STEEL - LARGE,12.30,-,VISASTEEL,15.59,,15.40,21.20,-,-74.57,8.27
PLASTICS,80.55,-,VIPIND,141.15,,141.20,,-,24.01,37.15
CHEMICALS,40.00,-,VINYLINDIA,65.50,,65.75,81.15,-,,33.24
COMPUTERS - SOFTWARE MEDIUM & SMALL,0.05,-,VISESHINFO,0.11,,0.15,0.20,-,1.18,18.27
POWER - TRANSMISSION & EQUIPMENT,649.55,-,VOLTAMP,789.00,,789.05,962.00,-,,17.16
FINANCE - LEASING & HIRE PURCHASE,28.25,-,VLSFINANCE,72.45,,72.60,86.40,-,62.72,30.29
TEXTILES - SPINNING - COTTON BLENDED,680.00,6.72,VTL,1070.00,,1070.65,1120.00,11.14,604.48,12.93
AUTO - TRACTORS,1279.85,-,VSTTILLERS,1940.05,,1952.55,2043.00,-,,40.62
FINANCE - INVESTMENTS,1.95,-,VIVIDHA,2.34,,2.30,73.43,-,,36.43
RETAIL,425.00,-,VMART,517.00,,516.30,684.90,-,,169.13
PHARMACEUTICALS,63.81,6.38,VIVIMEDLAB,117.15,,117.40,,10.87,61.01,29.05
CHEMICALS,158.05,-,VISHNU,301.10,,302.45,472.00,-,,17.50
CIGARETTES,1465.05,,VSTIND,2299.15,,2285.15,2525.00,,,
DIVERSIFIED,211.00,28.48,VOLTAS,396.40,,397.15,401.80,30.31,72.39,16.44
TRANSPORT & LOGISTICS,251.80,-,VRLLOG,310.50,,309.80,450.00,-,,45.95
ENGINEERING,,-,VKSPL,0.09,,0.10,0.20,-,,32.96
INFRASTRUCTURE - GENERAL,408.80,23.99,WABAG,562.00,,562.80,769.60,28.57,181.89,24.53
AUTO ANCILLARIES,5165.60,-,WABCOINDIA,6172.40,,6166.30,7398.70,-,,49.65
STEEL - MEDIUM & SMALL,31.10,-,VSSL,77.70,,76.80,87.50,-,,67.40
ENGINEERING - HEAVY,116.00,-,WALCHANNAG,166.45,,166.10,190.00,-,,25.50
PHARMACEUTICALS,37.00,-,WANBURY,49.45,,50.40,93.30,-,-112.21,29.05
MISCELLANEOUS,17.70,-,WEBELSOLAR,42.20,,42.30,62.55,-,,50.69
STEEL - TUBES & PIPES,69.10,2.91,WELCORP,72.05,,72.15,122.95,9.48,115.54,11.75
CONSTRUCTION & CONTRACTING - CIVIL,42.50,33.38,WELENT,65.10,,64.90,72.50,-,86.54,26.47
TEXTILES - PROCESSING,14.10,-,WEIZMANIND,28.60,,28.45,39.00,-,32.02,13.29
FINANCE - INVESTMENTS,151.10,-,WEIZFOREX,159.00,,158.75,235.00,-,77.73,30.29
TEXTILES - WEAVING,46.05,5.05,WELSPUNIND,56.10,,55.90,119.90,7.60,19.78,9.16
FINANCE - INVESTMENTS,37.10,-,WELINV,80.00,,78.85,84.90,-,,30.29
ABRASIVES,1626.00,20.76,WENDT,2019.00,,1965.00,2178.35,37.56,515.82,38.41
ENGINEERING - HEAVY,22.40,-,WINDMACHIN,35.45,,35.10,54.95,-,,25.50
AUTO ANCILLARIES,763.50,-,WHEELS,1291.25,,1295.25,1419.00,-,,24.77
CONSUMER GOODS - WHITE GOODS,555.55,-,WHIRLPOOL,1058.10,,1066.05,1089.65,-,,49.94
FINANCE - INVESTMENTS,50.00,-,WILLAMAGOR,58.05,,60.00,89.50,-,139.36,30.29
COMPUTERS - SOFTWARE,470.00,11.57,WIPRO,481.50,,481.80,610.00,13.36,183.81,18.27
PHARMACEUTICALS,705.75,31.87,WOCKPHARMA,920.80,,920.40,1745.00,57.55,323.29,29.05
PAPER,52.75,-,WSTCSTPAPR,121.25,,121.15,,-,,16.87
MISCELLANEOUS,284.00,-,WONDERLA,393.25,,393.50,429.85,-,,54.27
ELECTRIC EQUIPMENT,6.55,-,WSI,10.20,,10.45,15.30,-,-76.65,50.69
TEXTILES - SPINNING - COTTON BLENDED,0.55,0.77,WINSOME,1.88,,1.85,2.70,-,-20.78,12.93
BANKS - PRIVATE SECTOR,631.55,-,YESBANK,1283.40,,1284.05,1449.00,-,326.41,22.60
ELECTRICALS,36.70,-,ZICOM,43.60,,43.85,143.90,-,158.99,22.18
PACKAGING,37.70,-,XPROINDIA,53.00,,51.75,66.15,-,70.07,20.73
MEDIA & ENTERTAINMENT,350.10,49.93,ZEEL,563.75,,563.30,589.90,54.15,43.88,41.34
MEDIA & ENTERTAINMENT,17.00,26.84,ZEEMEDIA,27.65,,27.55,31.25,"2,765.00",9.32,41.34
COMPUTERS - SOFTWARE MEDIUM & SMALL,28.25,-,XCHANGING,56.85,,56.45,106.45,-,29.89,18.27
TEXTILES - READYMADE APPARELS,186.95,121.60,ZODIACLOTH,197.00,,197.45,290.00,-,134.39,36.43
FERTILISERS,117.15,-,ZUARI,193.00,,192.05,209.15,-,217.53,14.09
VANASPATI & OILS,632.25,30.94,ZYDUSWELL,890.55,,887.95,920.90,32.95,122.12,52.07
COMPUTERS - SOFTWARE,803.00,12.63,ZENSARTECH,1001.80,,1002.85,1136.00,14.48,318.65,18.27
TEXTILES - SYNTHETIC & SILK,36.70,-,ZENITHEXPO,50.00,,50.00,65.90,-,,15.56
COMPUTERS - SOFTWARE MEDIUM & SMALL,58.35,-,ZENTEC,80.05,,80.65,134.45,-,14.56,18.27
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,30.50,-,ZODJRDMKJ,37.50,,37.55,52.00,-,,25.22
FERTILISERS,79.10,-,ZUARIGLOB,97.15,,96.70,136.00,-,238.09,14.09
