sector,week_52_low,pc,symbol,bse_price,pb,nse_price,week_52_high,pe,book_value,industry_pe
PAPER,,,MALUPAPER,20.80,,25.25,,,,
COMPUTERS - SOFTWARE MEDIUM & SMALL,300.05,41.24,MAJESCO,438.00,,431.60,789.00,148.98,118.73,18.34
CONSTRUCTION & CONTRACTING - CIVIL,414.90,15.52,MAHLIFE,425.10,,427.70,516.00,18.74,380.98,26.62
STEEL - ROLLING,35.50,2.10,MANAKSIA,47.05,,47.00,62.40,3.55,183.98,20.87
PETROCHEMICALS,20.00,-,MANALIPETC,31.25,,31.30,36.80,-,,23.40
STEEL - LARGE,5.10,-,MANAKSTEEL,9.00,,8.80,14.40,-,,8.22
MINING & MINERALS,76.40,-,MAITHANALL,220.00,,221.50,434.90,-,135.02,30.54
FINANCE - LEASING & HIRE PURCHASE,22.15,14.65,MANAPPURAM,88.80,,89.00,101.15,16.44,32.77,29.92
ENGINEERING,2.75,-,MANAKCOAT,8.35,,8.70,10.40,-,12.47,9.43
TEXTILES - SPINNING - COTTON BLENDED,4.95,-,MALWACOTT,6.34,,5.80,9.35,-,,13.00
MISCELLANEOUS,2.65,2.53,MANAKINDST,14.95,,14.65,22.70,4.08,92.18,20.87
TEXTILES - GENERAL,,-,MANDHANA,34.65,,33.25,344.95,-,,43.67
CEMENT - MAJOR,147.50,-,MANGLMCEM,329.05,,329.35,376.00,-,,54.64
FERTILISERS,36.40,-,MANGCHEFER,43.60,,44.55,58.45,-,,13.84
PHARMACEUTICALS,108.10,-,MANGALAM,151.65,,152.35,442.40,-,,29.36
MISCELLANEOUS,9.50,-,MANGTIMBER,32.10,,31.90,39.35,-,,31.70
STEEL - TUBES & PIPES,,5.49,MANINDS,46.90,,46.75,113.90,-,99.07,11.97
TEXTILES - SPINNING - COTTON BLENDED,21.00,-,MARALOVER,25.00,,25.50,40.40,-,,13.00
ENGINEERING,30.05,-,MANUGRAPH,44.60,,45.00,73.00,-,65.94,24.51
FOOD PROCESSING,370.00,-,MANPASAND,749.15,,747.15,769.75,-,,41.41
CONSTRUCTION & CONTRACTING - CIVIL,28.85,38.38,MANINFRA,44.90,,44.80,52.85,53.45,24.44,26.62
PERSONAL CARE,189.30,40.98,MARICO,271.30,,270.80,306.90,46.54,16.25,52.28
PHARMACEUTICALS,33.50,26.48,MARKSANS,49.25,,49.20,113.90,42.09,10.79,29.36
SUGAR,6.80,-,MAWANASUG,54.15,,53.95,71.80,-,-98.84,16.38
AUTO - CARS & JEEPS,3193.25,-,MARUTI,5435.75,,5438.60,5634.10,-,918.59,32.62
COMPUTERS - SOFTWARE,104.50,8.87,MASTEK,110.45,,109.95,211.55,19.90,137.44,18.34
PACKAGING,10.00,-,MAXVIL,49.50,,49.80,87.05,-,,20.87
TEXTILES - READYMADE APPARELS,29.05,-,MAXWELL,58.80,,59.10,74.40,-,,36.52
MISCELLANEOUS,2.00,-,MAXINDIA,136.30,,137.95,180.00,-,,20.87
CONSTRUCTION & CONTRACTING - CIVIL,62.10,3.28,MBLINFRA,98.30,,98.05,252.95,4.47,158.36,26.62
ENGINEERING,,-,MBECL,58.00,,57.10,113.40,-,3.63,24.51
BREWERIES & DISTILLERIES,2118.00,-,MCDOWELL-N,2325.20,,2305.60,3644.25,-,123.03,41.41
INFRASTRUCTURE - GENERAL,34.20,,MEP,40.70,,39.80,59.70,,,
BEARINGS,35.75,-,MENONBE,72.50,,72.70,92.00,-,,32.27
PESTICIDES & AGRO CHEMICALS,17.90,6.72,MEGH,43.15,,43.00,49.70,12.69,25.25,39.84
COMPUTERS - SOFTWARE MEDIUM & SMALL,4.20,6.67,MEGASOFT,14.55,,14.50,18.25,21.72,28.88,18.34
MISCELLANEOUS,725.00,-,MCX,1306.95,,1309.05,,-,273.54,61.03
PHARMACEUTICALS,620.00,-,MERCK,696.00,,695.45,818.00,-,,29.36
SHIPPING,16.00,-,MERCATOR,43.85,,43.85,54.60,-,34.77,16.38
PLASTICS,383.90,-,MAYURUNIQ,425.40,,425.65,480.00,-,,37.67
FINANCE - INVESTMENTS,21.50,-,MCDHOLDING,35.00,,34.90,42.90,-,,29.92
COMPUTERS - SOFTWARE MEDIUM & SMALL,3.45,-,MELSTAR,4.74,,4.40,8.25,-,5.19,18.34
PLANTATIONS - TEA & COFFEE,129.05,-,MCLEODRUSS,170.30,,169.70,219.70,-,140.61,21.73
CASTINGS & FORGINGS,40.95,-,METALFORGE,66.00,,66.20,102.90,-,,35.34
TELECOMMUNICATIONS - EQUIPMENT,12.00,-,MIC,14.98,,14.90,28.65,-,11.66,22.34
HOTELS,291.10,-,MHRIL,446.50,,446.45,514.00,-,75.55,48.76
REFINERIES,421.00,-,MGL,649.05,,647.20,,-,,32.47
PACKAGING,302.80,-,MFSL,552.60,,553.95,628.00,-,73.59,29.92
STEEL - MEDIUM & SMALL,1.70,-,METKORE,2.05,,2.05,4.85,-,,30.54
AUTO ANCILLARIES,71.20,10.85,MINDACORP,96.55,,96.20,143.30,18.05,26.17,25.03
AUTO ANCILLARIES,98.60,10.21,MINDAIND,279.50,,280.65,329.40,17.79,59.02,57.85
FINANCE - GENERAL,42.65,-,MICROSEC,45.25,,45.40,100.50,-,68.54,29.92
CONSUMER GOODS - ELECTRONIC,8.00,-,MIRCELECTR,12.43,,12.35,22.55,-,6.72,2.90
LEATHER PRODUCTS,83.50,-,MIRZAINT,88.10,,88.45,145.00,-,,29.98
COMPUTERS - SOFTWARE,,11.20,MINDTREE,481.25,,481.60,1609.00,13.73,142.64,18.34
CASTINGS & FORGINGS,369.10,-,MMFL,416.90,,410.55,565.00,-,,35.34
MINING & MINERALS,179.50,-,MOIL,242.65,,242.15,284.00,-,,12.32
PACKAGING,,15.38,MOLDTECH,46.00,,45.35,62.00,20.91,11.02,20.87
PLASTICS,104.20,-,MOLDTKPAC,187.00,,187.10,216.80,-,46.47,37.67
STEEL - SPONGE IRON,19.25,-,MONNETISPA,22.05,,21.85,41.50,-,22.76,21.74
TEXTILES - PROCESSING,36.50,-,MOHITIND,40.85,,40.75,88.40,-,,13.80
TRADING,29.85,-,MMTC,43.50,,43.50,52.30,-,12.13,28.75
PESTICIDES & AGRO CHEMICALS,1515.65,-,MONSANTO,2369.35,,2368.45,2746.70,-,,39.84
PHARMACEUTICALS,13.35,-,MOREPENLAB,22.55,,22.55,41.75,-,4.02,29.36
AUTO ANCILLARIES,205.90,16.65,MOTHERSUMI,306.40,,306.50,358.65,29.72,30.24,57.85
TEXTILES - SPINNING - COTTON BLENDED,30.15,5.93,MORARJEE,53.70,,53.85,63.10,-,32.06,22.25
FINANCE - GENERAL,255.00,26.73,MOTILALOFS,474.75,,471.25,535.00,30.99,100.13,29.92
TEXTILES - READYMADE APPARELS,337.05,-,MONTECARLO,452.55,,445.10,572.00,-,,36.52
TYRES,30101.00,-,MRF,48584.80,,48605.60,,-,16164.89,11.05
FINANCE - LEASING & HIRE PURCHASE,33.25,-,MOTOGENFIN,42.80,,40.25,50.55,-,,29.92
COMPUTERS - HARDWARE,,-,MOSERBAER,7.38,,7.40,14.55,-,-206.12,21.15
PRINTING & STATIONERY,605.05,-,MPSLTD,631.00,,635.25,910.00,-,,19.32
COMPUTERS - SOFTWARE,397.25,13.56,MPHASIS,514.60,,517.75,624.00,14.96,292.54,18.34
REFINERIES,50.70,-,MRPL,82.65,,83.05,92.65,-,,12.56
COMPUTERS - SOFTWARE - TRAINING,121.00,10.36,MTEDUCARE,126.80,,126.75,200.00,15.24,37.31,28.41
TELECOMMUNICATIONS - SERVICE,15.30,,MTNL,19.55,,19.55,24.45,,,
COMPUTERS - HARDWARE,17.10,-,MRO-TEK,69.60,,69.50,88.40,-,,10.11
AUTO ANCILLARIES,61.80,,MUNJALAU,94.95,,94.90,113.80,,,
MEDIA & ENTERTAINMENT,31.15,-,MUKTAARTS,95.95,,96.25,118.15,-,17.90,39.93
STEEL - SPONGE IRON,7.70,-,MSPL,9.79,,9.60,14.95,-,58.57,21.74
CONSTRUCTION & CONTRACTING - CIVIL,21.65,-,MUKANDENGG,29.50,,29.45,40.75,-,,33.08
FINANCE - INVESTMENTS,153.60,-,MUTHOOTFIN,342.65,,341.85,406.80,-,,29.92
STEEL - MEDIUM & SMALL,27.40,-,MUKANDLTD,58.15,,57.10,70.20,-,138.36,7.29
CERAMICS & GRANITE,17.95,-,MURUDCERA,33.80,,33.90,,-,,39.24
CONSTRUCTION & CONTRACTING - REAL ESTATE,0.25,-,MVL,0.37,,0.40,0.55,-,2.76,26.62
AUTO ANCILLARIES,150.00,-,MUNJALSHOW,195.00,,196.35,221.25,-,,18.74
BANKS - PUBLIC SECTOR,349.00,-,MYSOREBANK,515.00,,516.10,747.00,-,,16.42
FERTILISERS,8.65,-,NAGAFERT,10.44,,10.50,19.35,-,26.61,13.84
FINANCE - INVESTMENTS,123.60,-,MUTHOOTCAP,173.50,,171.45,245.00,-,,29.92
REFINERIES,3.55,,NAGAROIL,4.55,,4.55,9.15,,,
TEXTILES - SPINNING - COTTON BLENDED,26.00,-,NAHARPOLY,51.20,,51.25,65.00,-,,13.00
FINANCE - INVESTMENTS,10.00,-,NAGREEKCAP,13.24,,12.85,15.90,-,,29.92
PHARMACEUTICALS,390.00,46.33,NATCOPHARM,599.95,,598.10,702.65,59.82,74.54,29.36
PHARMACEUTICALS,59.00,-,NATHBIOGEN,106.90,,108.10,138.90,-,,43.34
FINANCE - INVESTMENTS,43.50,-,NAHARCAP,80.00,,79.80,95.50,-,,29.92
ALUMINIUM,29.30,-,NATIONALUM,45.45,,45.50,51.35,-,,32.93
TEXTILES - COMPOSITE MILLS,41.15,-,NAHARINDUS,101.10,,101.15,131.30,-,,18.10
STEEL - GP & GC SHEETS,10.20,-,NATNLSTEEL,23.60,,23.80,25.80,-,,14.36
TEXTILES - SPINNING - COTTON BLENDED,21.40,-,NAGREEKEXP,34.55,,34.80,44.10,-,,13.00
MISCELLANEOUS,688.10,-,NAUKRI,860.00,,862.30,909.00,-,95.87,23.96
TEXTILES - PROCESSING,0.15,-,NAKODA,0.29,,0.35,0.55,-,-3.56,13.80
TEXTILES - HOSIERY & KNITWEAR,79.10,-,NAHARSPING,113.10,,112.60,140.95,-,,19.66
CONSTRUCTION & CONTRACTING - CIVIL,55.90,10.71,NCC,79.65,,79.40,90.50,40.03,63.19,26.62
DIVERSIFIED,63.48,-,NBVENTURES,119.95,,120.50,,-,178.67,16.38
PRINTING & STATIONERY,77.00,-,NAVNETEDUL,98.55,,99.25,109.40,-,24.49,19.32
MISCELLANEOUS,30.55,-,NECCLTD,37.50,,38.35,60.80,-,,29.93
MEDIA & ENTERTAINMENT,62.20,-,NDTV,83.25,,82.70,124.00,-,12.71,39.93
TEXTILES - DENIM,97.00,-,NDL,128.40,,129.50,165.90,-,,24.41
INFRASTRUCTURE - GENERAL,162.45,-,NBCC,250.00,,250.70,266.80,-,,26.62
CHEMICALS,1174.95,-,NAVINFLUOR,2200.00,,2209.25,2523.40,-,658.44,41.79
PHARMACEUTICALS,32.00,-,NECLIFE,36.00,,35.60,60.90,-,45.04,29.36
TRANSPORT & LOGISTICS,148.80,-,NAVKARCORP,181.90,,181.80,225.00,-,,25.77
DIVERSIFIED,1301.25,-,NESCO,1668.20,,1669.90,1828.00,-,,16.38
ENGINEERING,1.30,-,NEPCMICON,1.39,,1.45,2.80,-,,24.51
CEMENT - MINI,80.00,-,NCLIND,120.00,,119.90,184.50,-,,54.64
CASTINGS & FORGINGS,50.05,-,NELCAST,56.10,,54.85,76.60,-,35.07,19.96
PLANTATIONS - TEA & COFFEE,10.00,-,NDGL,,,285.75,811.00,-,,-
TELECOMMUNICATIONS - EQUIPMENT,61.80,9.67,NELCO,80.95,,81.10,128.40,36.96,4.24,10.11
FINANCE - GENERAL,38.30,741.67,NETWORK18,44.50,,43.90,64.00,-,15.22,29.92
FOOD PROCESSING,4981.00,-,NESTLEIND,6335.55,,6353.20,7369.00,-,,59.26
HOSPITALS & MEDICAL SERVICES,250.00,-,NH,317.95,,323.50,374.00,-,,58.56
MEDIA & ENTERTAINMENT,12.20,-,NEXTMEDIA,16.90,,16.70,28.00,-,5.69,39.93
PHARMACEUTICALS,491.00,-,NEULANDLAB,969.95,,979.65,1080.00,-,209.07,29.36
FERTILISERS,23.60,-,NFL,31.20,,31.25,39.60,-,,13.84
POWER - GENERATION & DISTRIBUTION,16.15,-,NHPC,24.30,,24.35,28.30,-,28.33,12.97
BEARINGS,31.20,-,NIBL,42.70,,43.00,79.45,-,,32.27
FINANCE - INVESTMENTS,68.00,-,NIF100IWIN,91.35,,91.36,112.00,-,,-
FINANCE - INVESTMENTS,694.60,-,NIFTYBEES,880.00,,880.58,915.00,-,,-
CABLES - POWER & OTHERS,0.25,-,NICCO,0.50,,0.30,0.95,-,-4.55,19.60
FINANCE - INVESTMENTS,,-,NIFTYEES,,,9000.00,,-,,-
COMPUTERS - SOFTWARE - TRAINING,67.40,-,NIITLTD,93.70,,94.00,107.95,-,48.61,109.90
PLASTICS,885.00,-,NILKAMAL,1266.85,,1268.15,1631.95,-,419.65,37.67
COMPUTERS - SOFTWARE,386.75,8.24,NIITTECH,412.80,,412.60,631.00,-,259.30,18.34
MISCELLANEOUS,68.50,-,NIFTYIWIN,86.70,,87.50,94.99,-,,-
CONSTRUCTION & CONTRACTING - HOUSING,8.35,-,NILAINFRA,12.67,,12.55,19.80,-,4.20,26.62
MISCELLANEOUS,22.90,6.14,NITINFIRE,25.35,,25.25,51.70,-,20.18,144.96
DRY CELLS,725.50,-,NIPPOBATRY,1011.00,,1004.40,1301.00,-,,30.82
CONSTRUCTION & CONTRACTING - REAL ESTATE,11.00,-,NITESHEST,13.02,,12.95,17.75,-,16.24,26.62
PETROCHEMICALS,37.50,-,NOCIL,68.65,,68.35,76.40,-,29.23,23.40
MINING & MINERALS,75.15,-,NMDC,102.50,,102.35,116.70,-,,12.32
CONSTRUCTION & CONTRACTING - CIVIL,,-,NOIDATOLL,21.60,,21.70,27.95,-,27.85,26.62
TEXTILES - SPINNING - COTTON BLENDED,48.00,-,NITINSPIN,68.05,,68.35,86.50,-,,13.00
POWER - GENERATION & DISTRIBUTION,60.05,-,NLCINDIA,71.85,,71.70,87.85,-,91.35,12.97
POWER - GENERATION & DISTRIBUTION,116.90,-,NTPC,149.55,,149.45,168.80,-,107.93,12.97
CERAMICS & GRANITE,27.05,-,NITCO,71.30,,71.25,90.15,-,-17.92,39.24
CONSTRUCTION & CONTRACTING - REAL ESTATE,212.00,19.60,OBEROIRLTY,291.20,,290.30,322.95,21.72,156.30,26.62
EDIBLE OILS & SOLVENT EXTRACTION,28.00,-,NKIND,37.50,,37.50,47.00,-,,16.91
FINANCE - GENERAL,551.00,-,NSIL,716.00,,725.00,859.70,-,664.93,29.92
BEARINGS,103.75,-,NRBBEARING,120.80,,123.80,161.95,-,28.80,32.27
COMPUTERS - SOFTWARE,3100.00,22.01,OFSS,3198.80,,3190.10,4085.90,23.00,432.29,18.34
COMPUTERS - SOFTWARE MEDIUM & SMALL,144.55,11.61,NUCLEUS,174.75,,174.60,290.90,15.51,141.09,18.34
STEEL - MEDIUM & SMALL,7.50,-,OISL,7.81,,7.80,18.00,-,21.42,8.22
TELECOMMUNICATIONS - SERVICE,0.45,-,NUTEK,0.60,,0.60,1.00,-,39.34,48.32
CHEMICALS,374.90,-,OCCL,690.00,,688.15,763.90,-,274.43,21.92
AUTO ANCILLARIES,44.95,-,OMAXAUTO,77.05,,77.65,94.20,-,94.36,25.03
OIL DRILLING AND EXPLORATION,300.35,-,OIL,399.10,,398.50,467.00,-,374.99,14.98
STEEL - TUBES & PIPES,23.00,-,OILCOUNTUB,34.25,,34.15,37.30,-,,11.97
CHEMICALS,137.30,8.04,OMKARCHEM,165.85,,165.55,249.90,10.21,94.99,37.56
FINANCE - INVESTMENTS,25.10,-,ONELIFECAP,26.50,,26.15,83.55,-,55.51,29.92
OIL DRILLING AND EXPLORATION,187.75,-,ONGC,251.20,,250.15,267.75,-,215.94,14.98
CONSTRUCTION & CONTRACTING - REAL ESTATE,132.75,26.55,OMAXE,170.20,,170.35,174.25,29.09,111.55,26.62
ENGINEERING,36.50,-,OMMETALS,42.75,,42.20,64.50,-,,33.08
COMPUTERS - SOFTWARE MEDIUM & SMALL,81.15,7.16,ONMOBILE,100.50,,100.65,140.80,-,57.55,17.05
HOSPITALS & MEDICAL SERVICES,8.05,282.50,OPTOCIRCUI,11.30,,11.35,18.75,-,69.67,34.63
COMPUTERS - SOFTWARE MEDIUM & SMALL,55.25,16.62,ONWARDTEC,64.50,,63.25,120.90,48.13,23.92,18.34
CONSTRUCTION & CONTRACTING - REAL ESTATE,,-,ORBITCORP,5.21,,5.15,9.50,-,38.51,26.62
ABRASIVES,26.75,-,ORIENTABRA,31.50,,31.75,58.80,-,1.00,38.21
PHARMACEUTICALS,32.30,-,ORCHIDPHAR,38.70,,38.60,67.40,-,5.51,29.36
CERAMICS & GRANITE,2.00,-,ORIENTALTL,6.79,,6.75,17.05,-,,18.37
BANKS - PUBLIC SECTOR,75.15,-,ORIENTBANK,123.10,,122.85,157.50,-,,16.42
TEXTILES - WEAVING,205.30,14.05,ORBTEXP,258.00,,260.05,424.00,-,78.33,17.15
PACKAGING,44.90,11.65,ORICONENT,53.70,,53.35,73.75,53.70,41.00,20.87
CERAMICS & GRANITE,114.05,-,ORIENTBELL,173.95,,170.05,215.00,-,126.45,39.24
DIVERSIFIED,23.35,-,ORIENTPPR,79.40,,79.70,,-,,16.38
CEMENT - PRODUCTS & BUILDING MATERIALS,70.50,-,ORIENTREF,110.70,,110.80,117.90,-,,91.43
PRINTING & STATIONERY,52.80,-,ORIENTLTD,63.70,,66.00,77.95,-,,19.32
MEDIA & ENTERTAINMENT,,-,ORTEL,154.00,,150.65,226.00,-,,39.93
TEXTILES - READYMADE APPARELS,9752.35,-,PAGEIND,14943.00,,15014.60,,-,,36.52
PACKAGING,176.00,10.40,PAPERPROD,257.00,,258.15,326.45,20.98,84.71,20.87
MINING & MINERALS,1378.80,-,ORISSAMINE,1950.30,,1950.40,2435.00,-,,12.32
CEMENT - MAJOR,126.95,-,ORIENTCEM,207.65,,207.95,,-,,54.64
PHARMACEUTICALS,83.70,,PANACEABIO,110.55,,109.55,172.80,,,
HOTELS,19.40,-,ORIENTHOT,24.25,,23.85,31.40,-,18.96,48.76
SUGAR,17.00,-,OUDHSUG,100.00,,100.00,161.00,-,-35.49,25.97
AUTO ANCILLARIES,9.70,-,PAEL,9.67,,10.15,19.60,-,-13.26,57.85
COMPUTERS - SOFTWARE MEDIUM & SMALL,45.50,-,PALREDTEC,68.50,,69.15,143.00,-,75.93,18.34
FOOD PROCESSING,201.75,-,PARAGMILK,290.20,,290.30,357.00,-,,59.26
PHARMACEUTICALS,9.30,-,ORTINLABSS,16.40,,16.05,42.20,-,,29.36
CHEMICALS,52.10,8.90,PANAMAPET,67.85,,66.70,78.40,10.47,67.54,37.56
PHARMACEUTICALS,3.45,-,PARABDRUGS,5.86,,5.75,11.05,-,-115.64,29.36
COMPUTERS - SOFTWARE MEDIUM & SMALL,9.20,-,PANORAMUNI,9.68,,9.60,17.55,-,25.35,18.34
CONSTRUCTION & CONTRACTING - CIVIL,43.30,5.14,PATELENG,96.95,,96.90,120.70,-,246.43,26.62
PACKAGING,0.45,-,PARAPRINT,0.91,,0.95,1.10,-,,20.87
CABLES - TELEPHONE,1.90,-,PARACABLES,3.13,,3.05,5.30,-,-27.60,22.03
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,295.80,-,PCJEWELLER,471.00,,469.35,531.00,-,129.89,25.60
TEXTILES - MANMADE,0.15,-,PARASPETRO,0.21,,0.20,0.35,-,,17.75
TRANSPORT & LOGISTICS,76.00,-,PATINTLOG,84.00,,85.05,143.50,-,,46.17
CONSTRUCTION & CONTRACTING - CIVIL,10.25,-,PBAINFRA,18.00,,18.65,29.65,-,,48.32
PAPER,12.20,-,PDMJEPAPER,12.61,,12.50,16.95,-,,16.34
MINING & MINERALS,14.35,-,PARRYSUGAR,36.20,,36.40,72.90,-,-23.26,16.38
CONSTRUCTION & CONTRACTING - REAL ESTATE,12.90,-,PARSVNATH,13.40,,13.30,30.15,-,60.57,26.62
PHARMACEUTICALS,,-,PDPL,27.20,,27.60,82.65,-,14.80,29.36
TEXTILES - SPINNING - COTTON BLENDED,6.65,-,PATSPINLTD,9.01,,8.85,14.00,-,,13.00
PAPER,8.90,-,PDUMJEIND,9.94,,9.60,25.40,-,10.77,16.34
PAPER,13.45,-,PDUMJEPULP,17.90,,18.00,55.95,-,21.29,16.34
STEEL - CR & HR STRIPS,39.25,8.04,PENIND,43.00,,42.95,61.00,11.38,41.06,20.63
PHARMACEUTICALS,832.25,24.13,PEL,1826.55,,1837.05,2097.00,32.20,719.86,29.36
CONSTRUCTION & CONTRACTING - HOUSING,16.00,-,PENINLAND,18.80,,18.70,26.80,-,51.33,26.62
COMPUTERS - SOFTWARE,575.00,12.41,PERSISTENT,620.15,,618.95,798.00,16.35,204.91,18.34
MISCELLANEOUS,121.55,,PENPEBS,172.00,,168.00,204.35,,,
PLASTICS,10.95,-,PEARLPOLY,18.50,,18.25,27.40,-,,37.67
TEXTILES - GENERAL,150.25,9.54,PDSMFL,156.00,,155.20,239.95,14.54,184.70,22.25
OIL DRILLING AND EXPLORATION,171.70,-,PETRONET,337.55,,338.25,366.35,-,,25.06
ENGINEERING,145.00,-,PETRONENGG,179.75,,180.05,274.65,-,,24.51
FINANCE - TERM LENDING INSTITUTIONS,70.13,-,PFC,114.30,,114.00,128.38,-,135.47,4.01
PHARMACEUTICALS,1610.10,-,PFIZER,1901.50,,1909.20,2645.00,-,,29.36
MEDIA & ENTERTAINMENT,40.20,10.42,PFOCUS,69.20,,68.05,81.00,-,31.95,39.93
FINANCE - TERM LENDING INSTITUTIONS,29.70,-,PFS,36.40,,36.55,52.25,-,,29.92
PERSONAL CARE,5178.65,-,PGHH,6699.50,,6712.00,7121.00,-,,52.28
CONSUMER GOODS - ELECTRONIC,75.05,-,PGEL,153.15,,151.50,201.80,-,86.82,22.34
AUTO ANCILLARIES,88.05,11.57,PHOENIXLL,156.55,,158.10,171.00,15.23,50.86,29.20
CHEMICALS,80.00,-,PHILIPCARB,244.50,,240.95,278.00,-,150.60,21.92
CHEMICALS,520.30,36.65,PIDILITIND,668.55,,666.20,769.30,42.72,54.28,37.56
PESTICIDES & AGRO CHEMICALS,497.55,-,PIIND,825.60,,824.50,878.95,-,85.46,39.84
TEXTILES - READYMADE APPARELS,,6.38,PGIL,161.50,,160.35,257.25,9.21,157.24,36.52
CONSTRUCTION & CONTRACTING - REAL ESTATE,239.05,20.50,PHOENIXLTD,370.00,,371.85,448.95,57.19,107.11,26.62
BREWERIES & DISTILLERIES,60.05,-,PINCON,68.05,,68.05,89.40,-,,41.41
BREWERIES & DISTILLERIES,82.40,-,PIONDIST,219.40,,217.40,385.00,-,,41.41
FINANCE - GENERAL,1043.50,-,PILANIINVS,1387.95,,1374.65,1723.80,-,1490.89,29.92
PLASTICS,2.00,-,PILITA,11.50,,11.50,,-,,37.67
PHARMACEUTICALS,46.85,-,PIRPHYTO,101.35,,99.90,140.60,-,,29.36
TEXTILES - HOSIERY & KNITWEAR,29.50,-,PIONEEREMB,59.95,,59.25,97.90,-,34.50,19.66
CONSTRUCTION & CONTRACTING - REAL ESTATE,88.82,8.28,PNCINFRA,114.90,,115.55,134.90,11.94,51.05,26.62
BANKS - PUBLIC SECTOR,69.25,-,PNB,136.80,,136.60,,-,183.24,16.42
PLASTICS,322.30,-,PLASTIBLEN,422.00,,429.15,523.25,-,,37.67
FINANCE - INVESTMENTS,21.60,-,PNBGILTS,25.20,,25.15,28.80,-,,29.92
PLANTATIONS - TEA & COFFEE,104.55,-,PKTEA,,,141.00,315.00,-,319.64,21.73
ENGINEERING,26.25,-,PITTILAM,47.60,,47.25,66.90,-,,24.51
CERAMICS & GRANITE,702.25,6.72,POKARNA,794.00,,792.40,979.95,8.95,156.09,18.37
PACKAGING,197.40,4.08,POLYPLEX,303.35,,304.60,353.60,33.41,725.55,20.87
MEDIA & ENTERTAINMENT,12.50,-,PNC,18.00,,18.10,30.60,-,52.99,39.93
MISCELLANEOUS,7.05,-,POCHIRAJU,7.50,,7.45,21.25,-,,9.27
MISCELLANEOUS,400.00,-,PNEUMATIC,842.50,,830.00,884.00,-,,29.92
COMPUTERS - SOFTWARE,159.55,10.59,POLARIS,161.85,,161.25,217.50,12.77,94.75,18.34
SUGAR,130.00,-,PONNIERODE,193.50,,191.25,357.05,-,,25.97
INFRASTRUCTURE - GENERAL,452.00,-,POWERMECH,493.60,,471.60,702.20,-,,33.08
POWER - GENERATION & DISTRIBUTION,124.70,-,POWERGRID,173.60,,173.40,187.70,-,82.13,16.94
HOSPITALS & MEDICAL SERVICES,234.00,-,POLYMED,381.95,,387.00,445.00,-,51.83,34.63
CONSTRUCTION & CONTRACTING - HOUSING,5.55,-,PRAENG,9.00,,8.95,11.50,-,85.25,26.62
ENGINEERING - HEAVY,70.20,14.07,PRAJIND,81.05,,81.25,105.30,21.16,37.07,25.82
DIVERSIFIED,22.80,-,PRAKASH,48.85,,48.90,59.00,-,,16.38
CONSTRUCTION & CONTRACTING - CIVIL,1.80,-,PRAKASHCON,17.59,,17.60,20.05,-,9.09,26.62
STEEL - TUBES & PIPES,1.20,-,PRAKASHSTL,1.58,,1.60,15.90,-,,11.97
TEXTILES - SPINNING - COTTON BLENDED,33.30,-,PRECOT,,,54.90,70.00,-,111.45,13.00
CONSTRUCTION & CONTRACTING - CIVIL,,3.69,PRATIBHA,17.40,,17.40,51.00,-,70.80,48.32
AUTO ANCILLARIES,109.30,-,PPAP,160.10,,162.05,185.00,-,,37.67
FOOD PROCESSING,71.00,-,PRABHAT,111.30,,112.90,169.00,-,,59.26
AUTO ANCILLARIES,126.90,-,PRECAM,139.70,,139.95,186.00,-,,25.03
CHEMICALS,,-,PREMEXPLN,331.20,,327.70,394.50,-,,51.45
MEDIA & ENTERTAINMENT,30.95,-,PRESSMN,42.15,,42.35,74.50,-,,39.93
PLASTICS,13.15,-,PREMIERPOL,25.50,,23.90,32.00,-,,11.63
METALS - NON FERROUS,62.00,-,PRECWIRE,111.10,,111.25,123.95,-,,89.95
CONSTRUCTION & CONTRACTING - REAL ESTATE,129.55,16.62,PRESTIGE,190.00,,189.65,224.85,26.35,110.50,26.62
AUTO ANCILLARIES,29.40,-,PRICOL,107.30,,107.50,124.40,-,28.09,25.03
CEMENT - MAJOR,55.00,-,PRISMCEM,100.50,,100.35,118.60,-,20.19,54.64
RETAIL,23.85,18.29,PROZONINTU,26.15,,26.25,37.95,46.70,36.09,26.62
BANKS - PUBLIC SECTOR,31.65,,PSB,49.90,,49.95,58.80,,,
FINANCE - INVESTMENTS,3.10,-,PRIMESECU,25.42,,25.65,,-,-0.10,29.92
TRADING,56.05,-,PTC,72.40,,72.25,87.55,-,115.52,12.97
FINANCE - INVESTMENTS,1145.15,-,QGOLDHALF,1409.95,,1411.70,1450.00,-,,-
RETAIL,2.90,-,PROVOGE,4.00,,3.95,9.80,-,13.20,47.49
FINANCE - INVESTMENTS,210.71,-,PSUBNKBEES,340.00,,340.23,373.34,-,,-
CONSTRUCTION & CONTRACTING - REAL ESTATE,4.05,-,PVP,4.47,,4.35,7.20,-,17.75,26.62
MEDIA & ENTERTAINMENT,645.25,24.37,PVR,1192.60,,1192.95,1334.80,53.87,114.06,39.93
TYRES,60.05,-,PTL,118.00,,112.00,150.00,-,18.59,11.05
STEEL - TUBES & PIPES,5.70,0.32,PSL,6.17,,6.00,13.30,-,-131.39,11.97
ENGINEERING,317.00,-,QUESS,562.75,,556.80,651.00,-,,61.03
