sector,week_52_low,pc,symbol,bse_price,pb,nse_price,week_52_high,pe,book_value,industry_pe
ALUMINIUM,58.80,-,HINDALCO,150.10,,150.00,164.70,-,186.01,32.93
CASTINGS & FORGINGS,12.30,-,HILTON,15.85,,15.55,24.50,-,,35.34
METALS - NON FERROUS,42.00,-,HINDCOPPER,62.10,,62.15,73.80,-,,89.95
ENGINEERING,9.00,-,HINDDORROL,12.61,,12.40,21.00,-,-128.29,24.51
AUTO ANCILLARIES,783.00,-,HINDCOMPOS,1606.00,,1606.60,2119.00,-,,19.83
GLASS & GLASS PRODUCTS,60.05,-,HINDNATGLS,96.00,,94.65,155.75,-,25.79,39.73
REFINERIES,211.70,-,HINDPETRO,414.00,,414.70,442.62,-,182.43,12.56
AUTO - CARS & JEEPS,4.55,-,HINDMOTORS,6.10,,6.05,8.70,-,-4.83,32.62
OIL DRILLING AND EXPLORATION,26.30,-,HINDOILEXP,52.35,,52.60,61.20,-,22.12,14.98
COMPUTERS - SOFTWARE,361.05,5.24,HINDUJAVEN,430.00,,427.60,470.40,-,320.78,18.34
CASTINGS & FORGINGS,26.45,-,HINDUJAFO,31.20,,31.45,61.30,-,,19.96
PERSONAL CARE,766.40,-,HINDUNILVR,877.60,,878.30,954.00,-,18.35,52.28
METALS - NON FERROUS,134.10,-,HINDZINC,227.85,,229.15,,-,,11.91
TEXTILES - SPINNING - SYNTHETIC BLENDED,9.00,-,HINDSYNTEX,14.15,,14.15,27.30,-,,9.86
AUTO ANCILLARIES,221.60,-,HITECHGEAR,335.85,,335.60,399.00,-,,50.51
ELECTRICALS,58.00,-,HIRECT,88.90,,86.05,102.95,-,,22.34
CHEMICALS,11.50,-,HOCL,18.00,,17.90,22.80,-,-156.64,21.28
MEDIA & ENTERTAINMENT,222.45,-,HMVL,282.45,,284.50,301.90,-,,19.32
ELECTRIC EQUIPMENT,1081.00,-,HONDAPOWER,1304.00,,1331.20,1480.00,-,,35.96
HOTELS,16.55,-,HOTELEELA,17.30,,17.25,24.10,-,-3.75,48.76
FINANCE - INVESTMENTS,1732.50,-,HNGSNGBEES,2005.00,,2033.00,2447.90,-,,-
CHEMICALS,12.45,-,HSCL,36.95,,36.90,,-,20.24,37.56
PLASTICS,91.40,11.27,HITECHPLAS,176.25,,176.30,221.40,28.52,64.38,37.67
TELECOMMUNICATIONS - EQUIPMENT,7701.00,-,HONAUT,9030.00,,9057.95,10162.90,-,,40.85
AUTO - TRACTORS,34.25,-,HMT,36.20,,36.45,60.35,-,-32.76,39.07
COMPUTERS - SOFTWARE MEDIUM & SMALL,68.00,2.42,HOVS,105.50,,103.60,131.80,-,269.26,20.66
HOTELS,3.50,-,HOTELRUGBY,6.00,,5.70,8.70,-,6.60,48.76
CONSTRUCTION & CONTRACTING - REAL ESTATE,42.10,12.64,IBREALEST,85.05,,84.95,105.20,13.00,149.28,26.62
FINANCE - HOUSING,551.10,13.37,IBULHSGFIN,787.10,,787.35,845.00,13.48,253.48,29.92
BANKS - PRIVATE SECTOR,180.75,-,ICICIBANK,251.00,,250.35,292.70,-,145.56,22.68
CONSTRUCTION & CONTRACTING - REAL ESTATE,,81.49,HUBTOWN,92.90,,89.60,146.00,-,234.68,26.62
CERAMICS & GRANITE,223.60,-,HSIL,335.00,,334.95,369.70,-,190.60,39.24
MEDIA & ENTERTAINMENT,73.00,7.02,HTMEDIA,79.95,,79.65,96.40,11.34,87.52,19.32
TEXTILES - SPINNING - COTTON BLENDED,,-,ICIL,719.60,,718.05,1254.00,-,78.70,13.00
MISCELLANEOUS,7.80,2.08,IBWSL,22.75,,22.50,34.00,5.94,174.84,163.10
TELECOMMUNICATIONS - SERVICE,,3.18,IDEA,79.60,,79.80,160.25,12.10,71.55,17.05
FINANCE - INVESTMENTS,2326.00,-,IDBIGOLD,2900.01,,2921.05,3000.15,-,,-
BANKS - PUBLIC SECTOR,47.25,-,IDBI,67.05,,67.00,95.70,-,109.05,16.42
FINANCE - INVESTMENTS,13.05,8.18,IBVENTURES,25.10,,24.85,36.80,11.01,11.32,29.92
COMPUTERS - SOFTWARE,2.00,-,ICSA,2.80,,2.80,4.70,-,139.89,18.34
BANKS - PRIVATE SECTOR,10.00,-,IDFCBANK,77.70,,78.00,,-,,22.68
FINANCE - TERM LENDING INSTITUTIONS,34.80,-,IDFC,64.50,,64.45,144.10,-,63.32,4.01
CONSUMER GOODS - WHITE GOODS,280.10,-,IFBIND,396.15,,397.90,559.95,-,,48.76
MISCELLANEOUS,3470.00,44.84,ICRA,3924.15,,3891.30,4550.00,50.35,476.24,61.03
FINANCE - TERM LENDING INSTITUTIONS,19.40,-,IFCI,25.75,,25.70,30.90,-,39.05,4.01
CEMENT - PRODUCTS & BUILDING MATERIALS,75.10,7.89,IFGLREFRAC,119.00,,118.30,154.40,11.22,111.72,91.43
CHEMICALS,322.00,-,IFBAGRO,378.80,,375.00,518.00,-,,41.41
OIL DRILLING AND EXPLORATION,453.40,-,IGL,768.35,,768.90,808.75,-,,31.94
FINANCE - GENERAL,163.50,13.89,IIFL,266.05,,264.60,311.80,15.59,92.09,29.92
ELECTRIC EQUIPMENT,375.00,-,IGARASHI,741.90,,738.85,,-,,51.12
CONSTRUCTION & CONTRACTING - CIVIL,39.20,-,IL&FSENGG,53.10,,52.10,80.70,-,-8.42,26.62
CHEMICALS,75.20,-,IGPL,183.35,,182.05,,-,,11.58
INFRASTRUCTURE - GENERAL,64.00,5.34,IL&FSTRANS,95.35,,95.45,109.30,10.07,192.03,29.93
FINANCE - INVESTMENTS,56.20,-,IITL,75.95,,72.00,86.60,-,227.45,29.92
HOTELS,84.50,245.29,INDHOTEL,127.55,,128.20,143.00,-,32.16,48.76
MINING & MINERALS,1.00,-,IMPEXFERRO,1.28,,1.20,2.95,-,,30.54
TRADING,650.20,-,IMPAL,820.00,,823.15,997.70,-,,28.75
MINING & MINERALS,98.10,-,IMFA,211.05,,209.40,251.80,-,319.45,12.32
CEMENT - MAJOR,63.90,-,INDIACEM,140.35,,139.80,156.40,-,103.28,54.64
CHEMICALS,65.00,-,INDIAGLYCO,117.10,,116.80,139.70,-,82.17,4.81
FINANCE - GENERAL,6.05,-,INDBANK,9.50,,9.30,12.25,-,,29.92
TRANSPORT & LOGISTICS,698.35,-,INDIGO,899.15,,903.65,1394.85,-,,11.88
BANKS - PUBLIC SECTOR,75.30,-,INDIANB,210.55,,209.90,242.00,-,285.42,16.42
CEMENT - PRODUCTS & BUILDING MATERIALS,270.00,-,INDIANHUME,637.50,,633.70,698.90,-,,36.77
POWER - TRANSMISSION & EQUIPMENT,137.50,-,INDOTECH,179.95,,179.25,297.80,-,,16.94
MISCELLANEOUS,6.65,-,INDOSOLAR,7.09,,7.05,14.25,-,,-
PHARMACEUTICALS,232.90,30.16,INDOCO,314.90,,316.00,362.00,-,63.41,29.36
AUTO ANCILLARIES,315.00,-,INDNIPPON,454.85,,451.70,,-,204.16,57.85
TEXTILES - MACHINERY,155.05,-,INDIANCARD,214.70,,210.25,321.25,-,222.45,25.82
ELECTRIC EQUIPMENT,58.65,6.07,INDLMETER,78.20,,80.70,125.80,13.23,116.48,16.39
HOSPITALS & MEDICAL SERVICES,46.50,-,INDRAMEDCO,51.55,,51.50,77.20,-,,58.56
PHARMACEUTICALS,25.75,-,INDSWFTLAB,37.20,,36.90,56.20,-,56.19,29.36
TEXTILES - SPINNING - SYNTHETIC BLENDED,24.40,-,INDORAMA,29.65,,29.55,42.20,-,37.69,9.86
POWER - GENERATION & DISTRIBUTION,3.35,4.45,INDOWIND,4.18,,4.10,6.30,46.44,19.27,12.97
TEXTILES - READYMADE APPARELS,102.00,-,INDTERRAIN,145.25,,146.80,185.00,-,,36.52
MISCELLANEOUS,432.00,-,INFIBEAM,892.05,,891.15,1074.00,-,,"1,155.75"
BANKS - PRIVATE SECTOR,799.00,-,INDUSINDBK,1197.30,,1197.85,1256.05,-,,22.68
PRINTING & STATIONERY,3.25,39.08,INFOMEDIA,5.08,,5.00,8.90,-,1.86,19.32
FINANCE - GENERAL,18.30,-,INDOTHAI,23.30,,22.10,29.60,-,45.96,29.92
PETROCHEMICALS,475.00,-,INEOSSTYRO,576.00,,572.80,842.00,-,,23.40
COMPUTERS - SOFTWARE,1009.10,15.60,INFY,1029.90,,1029.20,1279.30,17.02,251.77,18.34
TELECOMMUNICATIONS - EQUIPMENT,301.50,14.39,INFRATEL,370.85,,371.35,436.75,26.85,96.74,48.32
COMPUTERS - SOFTWARE,165.20,5.32,INFINITE,229.50,,229.30,267.50,7.36,227.65,18.34
MEDIA & ENTERTAINMENT,170.75,15.47,INOXLEISUR,252.60,,252.60,293.40,31.58,61.28,39.93
PHARMACEUTICALS,3.85,-,INDSWFTLTD,4.70,,4.60,8.55,-,,29.36
FINANCE - INVESTMENTS,225.00,-,INFRABEES,,,281.42,307.90,-,,-
POWER - GENERATION & DISTRIBUTION,163.00,-,INOXWIND,195.00,,195.15,411.40,-,,25.82
PESTICIDES & AGRO CHEMICALS,295.00,-,INSECTICID,470.00,,465.50,540.95,-,,39.84
COMPRESSORS,582.25,-,INGERRAND,709.30,,711.55,839.95,-,,43.38
TEXTILES - READYMADE APPARELS,1.70,-,INTEGRA,3.19,,2.50,3.15,-,,36.52
COMPUTERS - SOFTWARE,154.60,448.72,INTELLECT,175.00,,174.70,302.45,-,61.25,18.34
BANKS - PUBLIC SECTOR,20.85,-,IOB,25.40,,25.25,38.10,-,,16.42
REFINERIES,344.90,-,IOC,572.40,,573.50,599.45,-,313.00,12.56
CHEMICALS,55.65,-,IOLCP,139.80,,138.80,,-,,17.52
PHARMACEUTICALS,404.00,-,IPCALAB,600.75,,604.45,808.00,-,180.97,29.36
FINANCE - INVESTMENTS,10.35,-,INVENTURE,16.00,,16.05,27.65,-,20.90,29.92
PAPER,216.15,-,IPAPPM,288.55,,288.00,344.00,-,,16.34
CONSTRUCTION & CONTRACTING - CIVIL,76.00,21.85,ITDCEM,139.60,,139.90,163.95,34.73,32.75,26.62
MISCELLANEOUS,250.00,12.41,ISFT,375.00,,373.50,575.00,12.87,80.15,20.66
FINANCE - INVESTMENTS,12.95,7.09,IVC,14.60,,14.55,21.50,10.35,12.63,29.92
STEEL - ROLLING,6.20,-,ISMTLTD,9.36,,9.10,12.85,-,-25.14,11.85
INFRASTRUCTURE - GENERAL,195.30,5.74,IRB,245.85,,245.05,272.00,13.26,137.35,26.62
CIGARETTES,178.65,-,ITC,245.55,,245.70,265.90,-,27.97,30.45
BANKS - PRIVATE SECTOR,56.20,-,J&KBANK,75.95,,76.20,93.75,-,132.45,22.68
TELECOMMUNICATIONS - EQUIPMENT,22.60,-,ITI,26.60,,26.50,34.90,-,,10.11
MEDIA & ENTERTAINMENT,137.15,10.90,JAGRAN,183.20,,183.75,213.00,13.47,48.37,19.32
PHARMACEUTICALS,29.00,-,JAGSNPHARM,36.30,,36.55,62.90,-,,29.36
STEEL - SPONGE IRON,4.80,-,JAIBALAJI,11.07,,11.20,15.45,-,-105.06,21.74
STEEL - GP & GC SHEETS,48.55,-,JAICORPLTD,68.00,,67.75,94.40,-,126.14,14.36
CONSTRUCTION & CONTRACTING - CIVIL,3.70,-,IVRCLINFRA,4.67,,4.65,12.00,-,-3.46,26.62
COMPUTERS - SOFTWARE MEDIUM & SMALL,35.10,4.21,IZMO,48.55,,47.90,87.00,33.72,143.64,18.34
VANASPATI & OILS,70.00,-,IVP,116.00,,115.05,139.70,-,,16.91
PHARMACEUTICALS,228.00,-,JBCHEPHARM,353.70,,355.55,396.20,-,128.95,29.36
CASTINGS & FORGINGS,5.80,-,JAYNECOIND,6.77,,6.65,11.30,-,33.20,19.96
AUTO ANCILLARIES,112.50,-,JAYBARMARU,192.55,,190.55,219.35,-,,25.03
AUTO ANCILLARIES,105.53,12.41,JAMNAAUTO,204.65,,205.65,239.65,18.93,30.42,24.44
AUTO ANCILLARIES,103.10,7.49,JBMA,206.55,,207.35,242.00,15.76,84.24,25.03
TEXTILES - MANMADE,150.00,10.15,JBFIND,219.90,,220.05,255.00,-,303.04,17.75
MEDIA & ENTERTAINMENT,3.80,-,JAINSTUDIO,5.41,,5.00,8.10,-,,39.93
TRANSPORT & LOGISTICS,310.00,-,JETAIRWAYS,463.20,,461.50,796.40,-,-477.87,11.88
PLANTATIONS - TEA & COFFEE,60.00,-,JAYSREETEA,97.85,,97.50,121.35,-,138.07,21.73
CHEMICALS,101.00,10.39,JAYAGROGN,299.00,,295.55,358.40,14.19,162.84,37.56
PERSONAL CARE,13.10,-,JHS,32.90,,32.90,42.00,-,24.31,52.28
CONSUMER GOODS - ELECTRONIC,,-,JINDALPHOT,78.25,,77.45,217.15,-,-74.32,7.97
PAINTS & VARNISHES,5.70,-,JENSONICOL,7.65,,7.70,14.15,-,,55.15
TEXTILES - SPINNING - COTTON BLENDED,5.60,-,JINDCOT,16.40,,16.50,24.45,-,2.67,22.25
STEEL - SPONGE IRON,48.10,39.11,JINDALSTEL,74.70,,74.65,98.15,-,198.35,21.74
PLASTICS,46.80,10.43,JISLJALEQS,85.20,,85.00,101.40,31.91,50.80,60.76
OIL DRILLING AND EXPLORATION,105.00,-,JINDRILL,160.60,,156.85,209.50,-,,14.98
STEEL - TUBES & PIPES,35.65,-,JINDALSAW,53.60,,53.60,73.50,-,114.01,11.97
PACKAGING,339.60,3.09,JINDALPOLY,385.85,,386.85,611.90,5.58,547.01,20.87
PLASTICS,35.45,6.49,JISLDVREQS,53.00,,52.65,61.35,-,50.80,60.76
TRADING,113.00,-,JINDWORLD,165.00,,172.00,184.00,-,105.94,22.25
CONSTRUCTION & CONTRACTING - CIVIL,105.40,-,JKIL,180.75,,180.90,448.50,-,,26.62
TYRES,73.80,4.98,JKTYRE,140.90,,141.50,,7.17,77.09,11.05
PAPER,37.40,-,JKPAPER,61.00,,60.40,,-,59.72,16.34
CEMENT - MAJOR,253.95,-,JKLAKSHMI,486.00,,490.10,505.40,-,114.65,54.64
CEMENT - MAJOR,425.00,-,JKCEMENT,835.00,,823.30,,-,232.46,54.64
FINANCE - INVESTMENTS,33.25,11.32,JMFINANCIL,62.15,,62.25,77.90,11.88,36.75,29.92
AUTO ANCILLARIES,18.00,-,JMTAUTOLTD,25.10,,25.15,53.40,-,2.98,50.51
CONSTRUCTION & CONTRACTING - CIVIL,174.30,-,JMCPROJECT,237.90,,236.50,289.00,-,170.25,26.62
AUTO ANCILLARIES,156.00,-,JMA,,,189.75,219.60,-,,-
INFRASTRUCTURE - GENERAL,5.30,-,JPASSOCIAT,10.23,,10.20,14.65,-,53.00,26.62
FINANCE - GENERAL,65.00,-,JPOLYINVST,82.00,,82.00,123.00,-,,29.92
POWER - GENERATION & DISTRIBUTION,59.00,4.97,JSWENERGY,73.10,,72.90,100.00,8.19,52.05,12.97
STEEL - LARGE,24.70,-,JSLHISAR,75.70,,76.30,83.50,-,24.34,71.86
STEEL - LARGE,830.10,10.90,JSWSTEEL,1682.10,,1678.35,1885.95,74.99,861.26,8.22
MISCELLANEOUS,887.35,-,JUBLFOOD,937.90,,939.55,1689.60,-,111.25,59.26
STEEL - MEDIUM & SMALL,14.20,-,JSL,24.35,,24.20,61.40,-,-15.68,7.29
INFRASTRUCTURE - GENERAL,5.30,-,JPINFRATEC,8.50,,8.50,15.15,-,,26.62
POWER - GENERATION & DISTRIBUTION,3.65,-,JPPOWER,4.11,,4.10,7.90,-,25.87,12.97
PHARMACEUTICALS,275.65,11.58,JUBILANT,589.85,,590.40,654.75,20.20,182.67,29.36
VANASPATI & OILS,13.50,-,JVLAGRO,16.15,,16.25,27.85,-,31.81,16.91
PERSONAL CARE,252.10,31.70,JYOTHYLAB,332.85,,336.30,,37.95,46.60,52.28
MISCELLANEOUS,122.95,11.62,JUBLINDS,196.00,,197.75,306.80,91.59,36.64,41.41
MISCELLANEOUS,375.70,-,JUSTDIAL,425.75,,426.00,1077.90,-,95.33,61.03
ENGINEERING - HEAVY,71.20,-,KABRAEXTRU,114.70,,114.95,133.40,-,,25.82
POWER - TRANSMISSION & EQUIPMENT,8.25,-,JYOTISTRUC,12.47,,12.25,19.70,-,-25.24,16.94
FINANCE - INVESTMENTS,905.10,-,JSWHL,1158.15,,1178.40,1396.00,-,,29.92
FINANCE - INVESTMENTS,168.00,-,JUNIORBEES,235.00,,227.36,237.88,-,,-
CEMENT - MINI,98.25,-,KAKATCEM,340.50,,341.30,599.00,-,,54.64
CERAMICS & GRANITE,764.00,34.82,KAJARIACER,1397.70,,1403.60,,45.09,116.06,39.24
ENGINEERING,94.20,-,KALINDEE,105.95,,105.50,169.95,-,,24.51
STEEL - MEDIUM & SMALL,33.50,-,KAMDHENU,60.00,,60.50,75.00,-,,20.39
CASTINGS & FORGINGS,208.00,-,KALYANIFRG,274.90,,260.15,325.00,-,,35.34
POWER - TRANSMISSION & EQUIPMENT,160.00,-,KALPATPOWR,257.00,,256.05,286.00,-,151.54,16.94
CHEMICALS,43.90,-,KANORICHEM,64.25,,64.05,84.70,-,111.05,16.50
PAINTS & VARNISHES,234.80,-,KANSAINER,360.75,,360.50,384.45,-,42.60,55.15
HOTELS,28.10,-,KAMATHOTEL,34.30,,34.30,75.50,-,23.15,48.76
FINANCE - INVESTMENTS,6.15,-,KANANIIND,24.00,,22.80,31.90,-,4.92,25.60
BANKS - PRIVATE SECTOR,394.00,-,KARURVYSYA,465.25,,465.00,542.60,-,,22.68
CONSTRUCTION & CONTRACTING - CIVIL,3.20,-,KAUSHALYA,5.04,,5.05,7.80,-,7.99,26.62
MISCELLANEOUS,688.00,43.12,KAYA,799.00,,794.95,1285.00,146.34,193.93,52.28
CEMENT - MAJOR,58.10,-,KCP,102.90,,101.20,,-,47.72,54.64
SUGAR,13.50,-,KCPSUGIND,31.55,,31.65,46.00,-,21.17,25.97
TELECOMMUNICATIONS - EQUIPMENT,12.20,-,KAVVERITEL,13.25,,13.35,25.50,-,67.28,10.11
MISCELLANEOUS,15.00,-,KARMAENG,18.20,,20.05,28.90,-,25.37,12.97
POWER - TRANSMISSION & EQUIPMENT,97.50,10.97,KEC,119.30,,120.45,164.80,15.97,58.81,16.94
ELECTRIC EQUIPMENT,22.25,-,KECL,61.00,,61.20,71.70,-,-30.52,51.12
CABLES - POWER & OTHERS,85.30,-,KEI,112.15,,112.05,129.00,-,,19.60
MISCELLANEOUS,162.00,14.31,KDDL,208.90,,209.40,297.00,60.20,79.96,51.32
DIVERSIFIED,72.00,-,KESORAMIND,163.05,,162.65,,-,,16.38
MISCELLANEOUS,,0.62,KGL,1.15,,1.15,2.80,0.80,18.66,23.96
COMPUTERS - SOFTWARE MEDIUM & SMALL,103.15,11.85,KELLTONTEC,115.15,,114.65,246.50,12.54,26.76,18.34
SUGAR,14.40,-,KESARENT,51.45,,50.75,77.00,-,,25.97
COMPUTERS - SOFTWARE MEDIUM & SMALL,29.75,-,KERNEX,38.50,,39.10,59.70,-,77.87,18.34
FINANCE - GENERAL,30.85,3.35,KEYCORPSER,33.35,,32.00,45.95,-,96.61,29.92
DOMESTIC APPLIANCES,30.10,-,KHAITANELE,33.00,,33.90,57.00,-,,48.76
FINANCE - GENERAL,15.00,-,KHANDSE,16.40,,17.50,20.45,-,,29.92
DYES & PIGMENTS,71.40,2.87,KIRIINDUS,309.00,,309.35,405.00,3.15,224.06,25.35
PHARMACEUTICALS,30.65,0.61,KILITCH,41.65,,41.05,61.20,-,82.14,29.36
ENGINES,200.00,-,KIRLOSENG,332.00,,324.65,359.75,-,,29.36
SUGAR,2.00,-,KMSUGAR,12.10,,12.15,14.45,-,,25.97
TEXTILES - READYMADE APPARELS,340.00,-,KITEX,409.55,,408.05,866.95,-,,36.52
CONSTRUCTION & CONTRACTING - CIVIL,410.00,-,KNRCON,740.00,,729.70,788.45,-,247.82,26.62
FOOD PROCESSING,35.40,-,KOHINOOR,53.45,,52.90,84.60,-,97.40,16.51
ENGINES,520.20,-,KIRLOSIND,856.00,,865.60,1045.00,-,,29.36
PHARMACEUTICALS,40.30,11.43,KOPRAN,53.70,,52.95,83.00,19.04,23.15,29.36
CONSTRUCTION & CONTRACTING - REAL ESTATE,95.50,7.91,KOLTEPATIL,120.60,,121.40,186.40,8.80,115.79,26.62
DIVERSIFIED,65.00,-,KOKUYOCMLN,78.15,,78.05,120.95,-,21.81,16.38
PUMPS,112.50,-,KIRLOSBROS,158.05,,158.30,220.35,-,121.67,39.84
RETAIL,1609.95,-,KKCL,1932.00,,1877.60,2250.00,-,,47.49
BANKS - PRIVATE SECTOR,585.75,32.59,KOTAKBANK,772.45,,772.60,825.40,35.40,181.58,22.68
SUGAR,5.45,-,KOTARISUG,,,13.95,22.30,-,15.88,25.97
FINANCE - INVESTMENTS,193.05,-,KOTAKPSUBK,313.00,,316.99,350.00,-,,-
FINANCE - GENERAL,29.30,-,KOTAKNV20,,,39.10,42.90,-,,-
FINANCE - INVESTMENTS,224.05,-,KOTAKGOLD,279.00,,279.45,295.75,-,,-
FINANCE - INVESTMENTS,136.00,-,KOTAKBKETF,,,194.56,208.80,-,,-
CIGARETTES,133.44,-,KOTHARIPRO,163.00,,162.95,272.00,-,312.31,10.83
FOOD PROCESSING,151.80,14.94,KRBL,245.85,,241.65,305.90,17.16,68.98,16.51
FINANCE - INVESTMENTS,694.10,-,KOTAKNIFTY,,,872.51,919.10,-,,-
TRADING,14.30,-,KOTHARIPET,,,20.10,30.80,-,,28.75
TEXTILES - READYMADE APPARELS,617.00,12.19,KPRMILL,1211.40,,1210.85,1271.55,20.51,290.37,36.52
COMPUTERS - SOFTWARE MEDIUM & SMALL,104.15,6.80,KPIT,124.30,,124.00,196.85,8.40,70.01,18.34
POWER - GENERATION & DISTRIBUTION,,14.37,KSK,27.30,,27.25,55.30,-,61.83,12.97
MISCELLANEOUS,300.00,12.16,KSCL,352.25,,352.70,543.60,14.08,131.30,43.34
BANKS - PRIVATE SECTOR,84.80,-,KTKBANK,143.80,,143.50,162.25,-,,22.68
MISCELLANEOUS,161.03,-,KTIL,236.00,,243.00,344.66,-,65.11,48.32
FOOD PROCESSING,8.60,-,LAKSHMIEFL,52.15,,52.30,59.80,-,47.38,16.51
STEEL - ROLLING,120.50,-,KSL,297.40,,297.15,413.00,-,,11.85
FINANCE - INVESTMENTS,48.25,15.79,L&TFH,85.90,,85.65,99.20,17.28,40.35,29.92
MISCELLANEOUS,,7.76,KRIDHANINF,61.80,,62.20,125.50,17.41,23.89,48.32
MEDIA & ENTERTAINMENT,,6.33,KSERASERA,0.19,,0.15,0.40,-,2.82,39.93
PUMPS,503.00,-,KSBPUMPS,600.00,,599.25,774.00,-,173.19,39.84
FASTENERS,28.65,-,LAKPRE,38.50,,38.00,64.00,-,60.79,21.87
BANKS - PRIVATE SECTOR,75.05,-,LAKSHVILAS,149.00,,150.10,165.80,-,,22.68
FINANCE - GENERAL,32.50,-,LFIC,,,48.60,54.75,-,,29.92
GLASS & GLASS PRODUCTS,472.55,-,LAOPALA,512.50,,525.25,670.00,-,,39.73
TEXTILES - SPINNING - COTTON BLENDED,91.25,-,LAMBODHARA,93.60,,93.70,489.90,-,,13.00
TEXTILES - MACHINERY,2934.50,-,LAXMIMACH,4119.75,,4104.50,4475.00,-,1292.05,25.82
ENGINEERING,392.20,9.95,LGBBROSLTD,546.00,,546.50,600.00,-,263.63,25.03
CASTINGS & FORGINGS,4.60,-,LGBFORGE,5.80,,5.75,9.40,-,,35.34
LEATHER PRODUCTS,125.00,9.95,LIBERTSHOE,166.20,,165.95,224.00,-,91.49,29.98
COMPUTERS - SOFTWARE MEDIUM & SMALL,0.15,-,LCCINFOTEC,,,0.30,0.55,-,4.66,18.34
FINANCE - HOUSING,388.65,-,LICHSGFIN,564.80,,563.60,594.95,-,182.59,28.24
FINANCE - GENERAL,12.40,-,LICNETFGSC,,,16.20,18.60,-,,-
FINANCE - GENERAL,62.96,-,LICNETFN50,,,88.35,94.10,-,,-
PHARMACEUTICALS,127.30,10.95,LINCOLN,221.05,,221.20,305.45,12.84,82.76,29.36
CONSUMER GOODS - WHITE GOODS,175.10,-,LLOYDELENG,269.25,,269.90,328.90,-,189.73,43.98
INFRASTRUCTURE - GENERAL,3.30,2.67,LITL,4.11,,4.10,7.80,-,-2.62,48.32
FINANCE - INVESTMENTS,950.90,-,LIQUIDBEES,1000.01,,1000.00,1018.00,-,,-
CHEMICALS,238.20,-,LINDEINDIA,360.00,,361.95,407.90,-,,31.94
CONSTRUCTION & CONTRACTING - REAL ESTATE,2.60,-,LPDC,3.80,,3.70,5.65,-,,26.62
TEXTILES - READYMADE APPARELS,208.05,-,LOVABLE,257.25,,258.15,293.35,-,,36.52
HOSPITALS & MEDICAL SERVICES,12.55,-,LOTUSEYE,17.75,,17.90,27.20,-,,58.56
COMPUTERS - SOFTWARE,,-,LTI,615.00,,614.65,715.00,-,,18.34
INFRASTRUCTURE - GENERAL,1016.05,17.06,LT,1436.50,,1437.60,1615.00,26.29,471.68,16.38
AUTO - 2 & 3 WHEELERS,6.35,-,LML,8.10,,8.10,11.25,-,,23.47
STEEL - MEDIUM & SMALL,1.00,-,LSIL,1.49,,1.45,2.60,-,,8.22
MACHINE TOOLS,60.00,-,LOKESHMACH,74.00,,74.75,98.50,-,,24.51
MISCELLANEOUS,150.00,-,LINCPEN,259.90,,260.20,303.20,-,,23.96
AUTO ANCILLARIES,23.85,-,LUMAXAUTO,27.95,,28.25,61.90,-,,25.03
AUTO ANCILLARIES,238.75,10.41,LUMAXTECH,426.60,,428.75,481.40,16.62,207.26,25.03
AUTO ANCILLARIES,352.60,-,LUMAXIND,797.00,,796.65,859.90,-,,29.20
PHARMACEUTICALS,59.20,21.18,LYKALABS,64.80,,64.70,142.90,-,16.56,29.36
COMPUTERS - SOFTWARE MEDIUM & SMALL,,0.79,LYCOS,7.73,,7.70,37.00,0.91,40.63,18.34
TEXTILES - PROCESSING,536.20,-,LUXIND,625.00,,623.65,829.60,-,,36.52
PHARMACEUTICALS,1280.00,21.86,LUPIN,1469.50,,1468.30,2129.00,25.81,243.52,29.36
AUTO - CARS & JEEPS,1091.25,-,M&M,1364.25,,1364.40,1508.95,-,460.80,32.62
DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,,6.52,LYPSAGEMS,53.25,,53.10,154.50,6.70,33.74,25.60
FINANCE - LEASING & HIRE PURCHASE,173.10,24.77,M&MFIN,356.50,,353.05,371.50,26.25,113.76,29.92
CERAMICS & GRANITE,36.00,-,MADHAV,50.10,,50.15,85.90,-,,18.37
CONSTRUCTION & CONTRACTING - CIVIL,39.50,-,MADHUCON,42.00,,42.10,86.35,-,-34.01,26.62
FINANCE - INVESTMENTS,,-,M100,16.60,,,,-,,-
ALUMINIUM,25.65,-,MAANALU,58.10,,57.35,70.00,-,,32.93
FINANCE - INVESTMENTS,64.75,-,M50,82.55,,82.75,86.50,-,,-
FINANCE - LEASING & HIRE PURCHASE,63.30,9.34,MAGMA,99.60,,99.35,116.10,11.08,90.80,29.92
STEEL - CR & HR STRIPS,128.00,-,MAHASTEEL,237.35,,235.85,504.20,-,59.90,20.63
PAPER,2.30,-,MAGNUM,3.10,,3.00,4.25,-,,16.34
CASTINGS & FORGINGS,156.30,-,MAHINDCIE,186.50,,188.35,279.85,-,62.15,35.34
BANKS - PUBLIC SECTOR,26.05,-,MAHABANK,30.00,,30.05,37.40,-,64.74,16.42
FERTILISERS,11.05,-,MADRASFERT,13.24,,12.95,19.40,-,,13.84
AUTO - 2 & 3 WHEELERS,942.00,-,MAHSCOOTER,1436.05,,1444.40,1694.95,-,,23.47
STEEL - TUBES & PIPES,130.55,-,MAHSEAMLES,209.00,,207.20,249.00,-,328.99,37.37
ALUMINIUM,2.50,-,MANAKALUCO,4.65,,4.95,7.05,-,,32.93
